시도,시군구,읍면동,총인구수,노인인구수,구별_노인인구수,구별_치과수,구별_지표,최종_유망_지수,경제력_지수,노인인구_점수,공급부족_점수,경제력_점수,Total_Score
대구광역시,수성구,범어3동,17243,2014,83662.0,193.0,433.4818652849741,873032.4766839378,0.0,1.193341937685998,1.9644837546513638,1.0,2.344300850328323
서울특별시,용산구,원효로제1동,17065,2251,40009.0,96.0,416.7604166666667,938127.6979166667,0.0,1.2160936950005867,1.9272790482076638,1.0,2.3437518990320716
경기도,오산시,대원2동,24457,2432,32689.0,81.0,403.5679012345679,981477.1358024692,0.0,1.2334695096585637,1.8979261090509545,1.0,2.3410339870992667
서울특별시,성동구,성수2가제3동,9466,2015,53513.0,124.0,431.5564516129032,869586.2499999999,0.0,1.193437936662009,1.9601997687308106,1.0,2.3393767674394454
대전광역시,서구,변동,12184,3358,81539.0,236.0,345.5042372881356,1160203.2288135593,0.0,1.322364561444678,1.7687362510737257,1.0,2.338914136962411
경기도,화성시,매송면,6218,2072,116210.0,272.0,427.24264705882354,885246.7647058824,0.0,1.1989098782946315,1.9506016869046754,1.0,2.3385956310481872
경기도,화성시,마도면,6506,2048,116210.0,272.0,427.24264705882354,874992.9411764706,0.0,1.1966059028703695,1.9506016869046754,1.0,2.334101492699035
광주광역시,동구,학동,6959,1748,25985.0,58.0,448.0172413793104,783134.1379310346,0.0,1.1678062100670927,1.9968245172840033,1.0,2.331904071698484
경기도,부천시 원미구,심곡3동,10587,2421,,,0.0,0.0,1791.5145680738635,1.2324135209224436,1.0,1.890965571283807,2.3304515376489965
경기도,하남시,초이동,2947,869,54722.0,106.0,516.2452830188679,448617.1509433962,0.0,1.0834231101534917,2.1486298015252934,1.0,2.3278751821370127
서울특별시,용산구,용산2가동,8483,2140,40009.0,96.0,416.7604166666667,891867.2916666667,0.0,1.2054378086633744,1.9272790482076638,1.0,2.32321503255428
경기도,하남시,감북동,3222,806,54722.0,106.0,516.2452830188679,416093.69811320753,0.0,1.0773751746648035,2.1486298015252934,1.0,2.314880407708315
대전광역시,서구,갈마2동,22903,3209,81539.0,236.0,345.5042372881356,1108723.097457627,0.0,1.3080607140190506,1.7687362510737257,1.0,2.313614403490876
울산광역시,남구,신정4동,20043,3496,55064.0,168.0,327.7619047619048,1145855.6190476192,0.0,1.3356124201341852,1.7292601094826066,1.0,2.3096212798675704
경기도,과천시,과천동,6057,1502,12818.0,28.0,457.7857142857143,687594.1428571428,0.0,1.1441904619684058,2.018559067631997,1.0,2.309616032104369
경기도,과천시,문원동,6762,1502,12818.0,28.0,457.7857142857143,687594.1428571428,0.0,1.1441904619684058,2.018559067631997,1.0,2.309616032104369
울산광역시,남구,신정3동,15464,3483,55064.0,168.0,327.7619047619048,1141594.7142857146,0.0,1.3343644334460434,1.7292601094826066,1.0,2.3074631862706014
경기도,고양시 일산서구,탄현2동,18451,3105,,,0.0,0.0,1558.6930198916289,1.2980768205139146,1.0,1.775177518325695,2.3043167888359997
부산광역시,중구,보수동,9780,3259,12511.0,37.0,338.1351351351352,1101982.4054054057,0.0,1.3128606628195967,1.7523402265058632,1.0,2.3005785512559296
광주광역시,남구,백운2동,6624,1525,47014.0,104.0,452.0576923076923,689387.9807692308,0.0,1.1463984384166568,2.00581439574023,1.0,2.2994624910302495
대전광역시,서구,용문동,18993,3101,81539.0,236.0,345.5042372881356,1071408.6398305085,0.0,1.297692824609871,1.7687362510737257,1.0,2.295276341645737
광주광역시,남구,방림1동,6191,1489,47014.0,104.0,452.0576923076923,673113.9038461539,0.0,1.1429424752802637,2.00581439574023,1.0,2.292530470420125
제주특별자치도,제주시,봉개동,5131,1086,90308.0,187.0,482.93048128342247,524462.5026737968,0.0,1.104254887947862,2.0745053971695433,1.0,2.2907827248986887
광주광역시,남구,사직동,4397,1448,47014.0,104.0,452.0576923076923,654579.5384615385,0.0,1.139006517263816,2.00581439574023,1.0,2.2846356691697047
광주광역시,광산구,첨단1동,27298,3139,51096.0,151.0,338.3841059602649,1062187.7086092716,0.0,1.301340785698286,1.7528941788979937,1.0,2.2811126880130668
경기도,화성시,새솔동,27078,1763,116210.0,272.0,427.24264705882354,753228.7867647059,0.0,1.1692461947072565,1.9506016869046754,1.0,2.280733599802847
광주광역시,서구,농성1동,11386,2828,53886.0,153.0,352.19607843137254,996010.5098039216,0.0,1.2714851041588888,1.7836253908238202,1.0,2.2678531158320636
제주특별자치도,제주시,이호동,4239,912,90308.0,187.0,482.93048128342247,440432.5989304813,0.0,1.0875510661219614,2.0745053971695433,1.0,2.2561305563675
경기도,평택시,서탄면,3330,1232,89931.0,197.0,456.502538071066,562411.1269035533,0.0,1.1182707384454567,2.0157040402075634,1.0,2.2541028455304026
대전광역시,서구,도안동,36407,2813,81539.0,236.0,345.5042372881356,971903.4194915254,0.0,1.2700451195187252,1.7687362510737257,1.0,2.246374843392032
대전광역시,서구,가수원동,9877,2778,81539.0,236.0,345.5042372881356,959810.7711864406,0.0,1.266685155358343,1.7687362510737257,1.0,2.240431952979255
서울특별시,용산구,남영동,6997,1683,40009.0,96.0,416.7604166666667,701407.78125,0.0,1.1615662766263826,1.9272790482076638,1.0,2.2386623480466143
충청남도,계룡시,신도안면,7331,112,7582.0,14.0,541.5714285714286,60656.0,0.0,1.0107518853132234,2.204979692742363,1.0,2.228687381516715
광주광역시,동구,충장동,5953,1167,25985.0,58.0,448.0172413793104,522836.1206896553,0.0,1.1120308050047467,1.9968245172840033,1.0,2.220530375408545
제주특별자치도,제주시,일도1동,2063,725,90308.0,187.0,482.93048128342247,350124.5989304813,0.0,1.0695992576079187,2.0745053971695433,1.0,2.218889432716164
대전광역시,서구,가장동,10375,2640,81539.0,236.0,345.5042372881356,912131.186440678,0.0,1.2534372966688356,1.7687362510737257,1.0,2.2169999850660216
대전광역시,서구,괴정동,17932,2636,81539.0,236.0,345.5042372881356,910749.1694915254,0.0,1.2530533007647917,1.7687362510737257,1.0,2.2163207975902752
광주광역시,서구,동천동,15003,2524,53886.0,153.0,352.19607843137254,888942.9019607843,0.0,1.2423014154515686,1.7836253908238202,1.0,2.2158003476557893
광주광역시,북구,풍향동,4971,1122,84522.0,188.0,449.5851063829787,504434.4893617021,0.0,1.107710851084255,2.0003129684664547,1.0,2.215768380734849
광주광역시,동구,지산2동,4018,1141,25985.0,58.0,448.0172413793104,511187.6724137932,0.0,1.1095348316284626,1.9968245172840033,1.0,2.2155463545762926
서울특별시,영등포구,양평제2동,22497,3165,71625.0,229.0,312.77292576419217,989926.3100436684,0.0,1.3038367590745699,1.6959100944073495,1.0,2.2111899211739265
경기도,화성시,양감면,3741,1373,116210.0,272.0,427.24264705882354,586604.1544117647,0.0,1.1318065940629967,1.9506016869046754,1.0,2.2077038516291165
울산광역시,남구,선암동,12912,2873,55064.0,168.0,327.7619047619048,941659.9523809524,0.0,1.2758050580793805,1.7292601094826066,1.0,2.2061987944128125
경기도,하남시,춘궁동,846,267,54722.0,106.0,516.2452830188679,137837.49056603774,0.0,1.0256317265949164,2.1486298015252934,1.0,2.203702893151679
광주광역시,광산구,신창동,33061,2676,51096.0,151.0,338.3841059602649,905515.8675496688,0.0,1.2568932598052287,1.7528941788979937,1.0,2.203200878608709
광주광역시,북구,중흥1동,4236,1048,84522.0,188.0,449.5851063829787,471165.1914893617,0.0,1.100606926859447,2.0003129684664547,1.0,2.2015583089809625
제주특별자치도,제주시,추자면,1539,633,90308.0,187.0,482.93048128342247,305694.9946524064,0.0,1.0607673518149139,2.0745053971695433,1.0,2.2005675964812825
광주광역시,서구,화정3동,8603,2421,53886.0,153.0,352.19607843137254,852666.7058823529,0.0,1.2324135209224436,1.7836253908238202,1.0,2.198164047911854
광주광역시,동구,지산1동,3838,1030,25985.0,58.0,448.0172413793104,461457.75862068974,0.0,1.0988789452912502,1.9968245172840033,1.0,2.1942684194847555
제주특별자치도,제주시,도두동,3214,600,90308.0,187.0,482.93048128342247,289758.2887700535,0.0,1.0575993856065535,2.0745053971695433,1.0,2.1939956334839885
광주광역시,동구,동명동,3377,1018,25985.0,58.0,448.0172413793104,456081.551724138,0.0,1.097726957579119,1.9968245172840033,1.0,2.191968102177562
광주광역시,북구,석곡동,2167,960,84522.0,188.0,449.5851063829787,431601.7021276596,0.0,1.0921590169704856,2.0003129684664547,1.0,2.184659845273637
광주광역시,광산구,도산동,13915,2562,51096.0,151.0,338.3841059602649,866940.0794701986,0.0,1.2459493765399836,1.7528941788979937,1.0,2.1840174093385216
광주광역시,광산구,하남동,26796,2559,51096.0,151.0,338.3841059602649,865924.9271523178,0.0,1.245661379611951,1.7528941788979937,1.0,2.1835125811998326
대전광역시,서구,관저1동,14333,2442,81539.0,236.0,345.5042372881356,843721.3474576271,0.0,1.2344294994186729,1.7687362510737257,1.0,2.1833802050165994
경기도,고양시 일산서구,가좌동,18107,3417,,,0.0,0.0,1291.9766291824499,1.3280285010293222,1.0,1.6425327016695568,2.1813302416898646
울산광역시,남구,수암동,15588,2694,55064.0,168.0,327.7619047619048,882990.5714285716,0.0,1.2586212413734255,1.7292601094826066,1.0,2.1764835056545437
제주특별자치도,제주시,우도면,1490,469,90308.0,187.0,482.93048128342247,226494.39572192516,0.0,1.0450235197491227,2.0745053971695433,1.0,2.167906931888668
경기도,고양시 덕양구,주교동,10260,2775,,,0.0,0.0,1421.3809324634956,1.2663971584303102,1.0,1.7068887393228471,2.1615990492351482
부산광역시,중구,영주제2동,6096,2397,12511.0,37.0,338.1351351351352,810509.9189189192,0.0,1.2301095454981814,1.7523402265058632,1.0,2.1555704395853077
광주광역시,광산구,월곡2동,13961,2376,51096.0,151.0,338.3841059602649,804000.6357615894,0.0,1.228093567001952,1.7528941788979937,1.0,2.1527180647397945
광주광역시,북구,중앙동,3484,715,84522.0,188.0,449.5851063829787,321453.3510638298,0.0,1.0686392678478096,2.0003129684664547,1.0,2.1376129860884707
광주광역시,동구,서남동,3385,702,25985.0,58.0,448.0172413793104,314508.1034482759,0.0,1.0673912811596677,1.9968245172840033,1.0,2.1313930797548073
서울특별시,영등포구,양평제1동,18193,2653,71625.0,229.0,312.77292576419217,829786.5720524018,0.0,1.2546852833569775,1.6959100944073495,1.0,2.1278334373494436
경기도,부천시 오정구,고강1동,12143,2994,,,0.0,0.0,1312.0346515028716,1.2874209341767022,1.0,1.652508064211404,2.1274734757615796
울산광역시,남구,야음장생포동,8337,2367,55064.0,168.0,327.7619047619048,775812.4285714288,0.0,1.2272295762178538,1.7292601094826066,1.0,2.1221991513307787
광주광역시,광산구,송정1동,9783,2176,51096.0,151.0,338.3841059602649,736323.8145695364,0.0,1.2088937717997674,1.7528941788979937,1.0,2.1190628554938518
대전광역시,서구,둔산1동,16164,2054,81539.0,236.0,345.5042372881356,709665.7033898305,0.0,1.197181896726435,1.7687362510737257,1.0,2.1174990198692467
경기도,시흥시,과림동,1704,732,71659.0,163.0,439.6257668711656,321806.0613496932,0.0,1.0702712504399954,1.9781537458196516,1.0,2.1171610831009593
경기도,용인시 처인구,삼가동,13011,2222,,,0.0,0.0,1495.1628008220353,1.2133097246962699,1.0,1.7435823312500005,2.1155053983142187
경상남도,창원시 마산회원구,내서읍,57536,11296,,,0.0,0.0,0.0,2.0844044330193814,1.0,1.0,2.0844044330193814
광주광역시,광산구,월곡1동,9137,1917,51096.0,151.0,338.3841059602649,648682.3311258277,0.0,1.1840300370129384,1.7528941788979937,1.0,2.075479359520356
경기도,시흥시,거북섬동,11207,494,71659.0,163.0,439.6257668711656,217175.1288343558,0.0,1.0474234941493958,1.9781537458196516,1.0,2.0719647084111354
광주광역시,서구,유덕동,9934,1668,53886.0,153.0,352.19607843137254,587463.0588235294,0.0,1.1601262919862187,1.7836253908238202,1.0,2.0692307109489088
부산광역시,중구,대청동,5443,1860,12511.0,37.0,338.1351351351352,628931.3513513515,0.0,1.1785580953803159,1.7523402265058632,1.0,2.0652347598090612
대전광역시,서구,월평1동,10937,1734,81539.0,236.0,345.5042372881356,599104.3474576271,0.0,1.1664622244029397,1.7687362510737257,1.0,2.0631640218095746
경기도,광명시,학온동,1641,671,55172.0,131.0,421.1603053435114,282598.56488549616,0.0,1.0644153129033291,1.9370686645467496,1.0,2.0618455486887624
경기도,부천시 원미구,소사동,5716,1898,,,0.0,0.0,1481.971179608075,1.182206056468731,1.0,1.7370218038948186,2.053517696782695
대전광역시,서구,만년동,11855,1609,81539.0,236.0,345.5042372881356,555916.3177966102,0.0,1.1544623524015742,1.7687362510737257,1.0,2.0419394131925146
광주광역시,광산구,신가동,18395,1714,51096.0,151.0,338.3841059602649,579990.357615894,0.0,1.1645422448827212,1.7528941788979937,1.0,2.041319322135724
광주광역시,서구,서창동,6999,1500,53886.0,153.0,352.19607843137254,528294.1176470588,0.0,1.1439984640163838,1.7836253908238202,1.0,2.0404647074830726
서울특별시,서초구,방배본동,19878,3561,72511.0,312.0,232.40705128205127,827601.5096153846,0.0,1.3418523535748952,1.5170985071788534,1.0,2.0357222024629045
광주광역시,광산구,송정2동,5829,1653,51096.0,151.0,338.3841059602649,559348.9271523178,0.0,1.158686307346055,1.7528941788979937,1.0,2.031054483315711
울산광역시,남구,신정5동,8882,1762,55064.0,168.0,327.7619047619048,577516.4761904763,0.0,1.1691501957312456,1.7292601094826066,1.0,2.0217647954718245
대전광역시,서구,기성동,3227,1478,81539.0,236.0,345.5042372881356,510655.2627118644,0.0,1.1418864865441436,1.7687362510737257,1.0,2.0196960233618366
부산광역시,중구,부평동,3957,1583,12511.0,37.0,338.1351351351352,535267.918918919,0.0,1.1519663790252903,1.7523402265058632,1.0,2.0186370255483164
경상북도,포항시 북구,흥해읍,60271,10546,,,0.0,0.0,0.0,2.0124052010111892,1.0,1.0,2.0124052010111892
광주광역시,광산구,평동,4903,1511,51096.0,151.0,338.3841059602649,511298.38410596026,0.0,1.145054452752504,1.7528941788979937,1.0,2.0071592847510917
경기도,수원시 팔달구,지동,9579,3070,,,0.0,0.0,1100.972386456091,1.2947168563535323,1.0,1.5475414538890335,2.003628006255984
광주광역시,서구,농성2동,4184,1267,53886.0,153.0,352.19607843137254,446232.431372549,0.0,1.121630702605839,1.7836253908238202,1.0,2.000569000295336
광주광역시,서구,양3동,4025,1264,53886.0,153.0,352.19607843137254,445175.8431372549,0.0,1.121342705677806,1.7836253908238202,1.0,2.0000553216620167
광주광역시,서구,양동,2686,1258,53886.0,153.0,352.19607843137254,443062.6666666666,0.0,1.1207667118217406,1.7836253908238202,1.0,1.9990279643953799
부산광역시,중구,영주제1동,4201,1232,12511.0,37.0,338.1351351351352,416582.48648648657,0.0,1.1182707384454567,1.7523402265058632,1.0,1.9595907991023904
광주광역시,광산구,비아동,7105,1185,51096.0,151.0,338.3841059602649,400985.1655629138,0.0,1.1137587865729432,1.7528941788979937,1.0,1.952301293680205
경상북도,포항시 북구,장량동,70067,9876,,,0.0,0.0,0.0,1.948085887083871,1.0,1.0,1.948085887083871
광주광역시,서구,광천동,5049,934,53886.0,153.0,352.19607843137254,328951.1372549019,0.0,1.0896630435942016,1.7836253908238202,1.0,1.9435506719969813
서울특별시,강남구,일원본동,22383,3939,95827.0,525.0,182.52761904761903,718976.2914285713,0.0,1.378139966507024,1.4061183118488434,1.0,1.937827843196278
광주광역시,광산구,신흥동,3966,1079,51096.0,151.0,338.3841059602649,365116.4503311258,0.0,1.1035828951157853,1.7528941788979937,1.0,1.9344640327798552
광주광역시,광산구,삼도동,2013,976,51096.0,151.0,338.3841059602649,330262.88741721853,0.0,1.0936950005866604,1.7528941788979937,1.0,1.9171316000181948
부산광역시,중구,동광동,2286,971,12511.0,37.0,338.1351351351352,328329.2162162163,0.0,1.093215005706606,1.7523402265058632,1.0,1.9156846307195223
광주광역시,광산구,본량동,1792,900,51096.0,151.0,338.3841059602649,304545.6953642384,0.0,1.0863990784098303,1.7528941788979937,1.0,1.9043426205047365
광주광역시,광산구,임곡동,1837,889,51096.0,151.0,338.3841059602649,300823.47019867547,0.0,1.0853430896737102,1.7528941788979937,1.0,1.9024915839962098
경상북도,포항시 남구,오천읍,56673,9285,,,0.0,0.0,0.0,1.8913504922614157,1.0,1.0,1.8913504922614157
서울특별시,중구,약수동,15729,4391,27266.0,185.0,147.38378378378377,647162.1945945945,0.0,1.4215315036639609,1.3279243644138576,1.0,1.8876863184972406
전북특별자치도,전주시 완산구,평화2동,42032,9218,,,0.0,0.0,0.0,1.884918560868684,1.0,1.0,1.884918560868684
광주광역시,광산구,동곡동,1564,778,51096.0,151.0,338.3841059602649,263262.8344370861,0.0,1.0746872033364978,1.7528941788979937,1.0,1.8838129428647115
경상남도,창원시 의창구,의창동,47311,8764,,,0.0,0.0,0.0,1.8413350257597254,1.0,1.0,1.8413350257597254
부산광역시,중구,중앙동,3094,521,12511.0,37.0,338.1351351351352,176168.40540540544,0.0,1.0500154665016908,1.7523402265058632,1.0,1.8399843404042324
대구광역시,중구,남산4동,16094,3499,18608.0,110.0,169.16363636363636,591903.5636363636,0.0,1.335900417062218,1.376383863355433,1.0,1.8387117770942298
경기도,용인시 기흥구,구성동,38334,8598,,,0.0,0.0,0.0,1.825399195741912,1.0,1.0,1.825399195741912
경기도,부천시 오정구,성곡동,37445,8479,,,0.0,0.0,0.0,1.8139753175966122,1.0,1.0,1.8139753175966122
부산광역시,중구,남포동,752,351,12511.0,37.0,338.1351351351352,118685.43243243246,0.0,1.0336956405798339,1.7523402265058632,1.0,1.8113864529517893
부산광역시,중구,광복동,840,337,12511.0,37.0,338.1351351351352,113951.54054054056,0.0,1.0323516549156808,1.7523402265058632,1.0,1.809031332808647
서울특별시,종로구,청운효자동,10835,2288,30841.0,143.0,215.67132867132867,493456.0,0.0,1.2196456571129908,1.4798620415431292,1.0,1.8049073120944419
충청북도,청주시 흥덕구,가경동,53317,8049,,,0.0,0.0,0.0,1.7726957579119156,1.0,1.0,1.7726957579119156
충청남도,천안시 동남구,청룡동,59855,8048,,,0.0,0.0,0.0,1.7725997589359048,1.0,1.0,1.7725997589359048
충청북도,청주시 상당구,용암1동,56367,8035,,,0.0,0.0,0.0,1.7713517722477627,1.0,1.0,1.7713517722477627
경상남도,창원시 의창구,명곡동,38096,7956,,,0.0,0.0,0.0,1.7637678531428997,1.0,1.0,1.7637678531428997
서울특별시,종로구,종로1.2.3.4가동,6637,1869,30841.0,143.0,215.67132867132867,403089.7132867133,0.0,1.1794220861644142,1.4798620415431292,1.0,1.7453819762723264
서울특별시,중구,다산동,12984,3211,27266.0,185.0,147.38378378378377,473249.3297297297,0.0,1.3082527119710723,1.3279243644138576,1.0,1.7372606510368918
경상남도,창원시 마산합포구,월영동,40500,7671,,,0.0,0.0,0.0,1.7364081449797868,1.0,1.0,1.7364081449797868
서울특별시,종로구,교남동,9430,1798,30841.0,143.0,215.67132867132867,387777.0489510489,0.0,1.1726061588676386,1.4798620415431292,1.0,1.7352953441879106
충청북도,청주시 청원구,율량.사천동,46523,7652,,,0.0,0.0,0.0,1.7345841644355793,1.0,1.0,1.7345841644355793
경기도,고양시 일산동구,풍산동,41718,7419,,,0.0,0.0,0.0,1.7122164030250344,1.0,1.0,1.7122164030250344
충청북도,청주시 서원구,성화.개신.죽림동,41828,7360,,,0.0,0.0,0.0,1.70655246344039,1.0,1.0,1.70655246344039
경기도,성남시 수정구,위례동,45374,7257,,,0.0,0.0,0.0,1.696664568911265,1.0,1.0,1.696664568911265
서울특별시,종로구,이화동,7042,1493,30841.0,143.0,215.67132867132867,321997.2937062937,0.0,1.1433264711843074,1.4798620415431292,1.0,1.6919654457971107
경상북도,포항시 남구,상대동,22069,7093,,,0.0,0.0,0.0,1.6809207368454737,1.0,1.0,1.6809207368454737
경상남도,창원시 의창구,북면,44527,7012,,,0.0,0.0,0.0,1.6731448197885888,1.0,1.0,1.6731448197885888
서울특별시,중구,청구동,10700,2704,27266.0,185.0,147.38378378378377,398525.7513513513,0.0,1.2595812311335346,1.3279243644138576,1.0,1.6726286057806232
충청북도,청주시 청원구,오창읍,67898,6903,,,0.0,0.0,0.0,1.6626809314033983,1.0,1.0,1.6626809314033983
대구광역시,중구,동인동,10949,2080,18608.0,110.0,169.16363636363636,351860.36363636365,0.0,1.1996778701027189,1.376383863355433,1.0,1.6512172616339975
충청남도,천안시 서북구,성환읍,21569,6678,,,0.0,0.0,0.0,1.6410811618009409,1.0,1.0,1.6410811618009409
서울특별시,종로구,종로5.6가동,5431,1133,30841.0,143.0,215.67132867132867,244355.61538461535,0.0,1.1087668398203752,1.4798620415431292,1.0,1.640821959171904
경상남도,창원시 성산구,사파동,43061,6658,,,0.0,0.0,0.0,1.6391611822807222,1.0,1.0,1.6391611822807222
경상남도,창원시 의창구,봉림동,28154,6585,,,0.0,0.0,0.0,1.6321532570319248,1.0,1.0,1.6321532570319248
서울특별시,중구,동화동,9723,2362,27266.0,185.0,147.38378378378377,348120.4972972973,0.0,1.226749581337799,1.3279243644138576,1.0,1.6290306580929628
경기도,용인시 처인구,모현읍,34396,6406,,,0.0,0.0,0.0,1.6149694403259698,1.0,1.0,1.6149694403259698
경상북도,포항시 북구,죽도동,17904,6353,,,0.0,0.0,0.0,1.609881494597391,1.0,1.0,1.609881494597391
서울특별시,종로구,가회동,3616,907,30841.0,143.0,215.67132867132867,195613.8951048951,0.0,1.0870710712419067,1.4798620415431292,1.0,1.6087152147905246
전북특별자치도,전주시 완산구,서신동,38071,6320,,,0.0,0.0,0.0,1.6067135283890306,1.0,1.0,1.6067135283890306
대구광역시,중구,대신동,7306,1686,18608.0,110.0,169.16363636363636,285209.8909090909,0.0,1.1618542735544155,1.376383863355433,1.0,1.5991574736908465
대구광역시,중구,대봉1동,7725,1682,18608.0,110.0,169.16363636363636,284533.2363636364,0.0,1.1614702776503718,1.376383863355433,1.0,1.5986289479249263
충청남도,천안시 동남구,신안동,38035,6222,,,0.0,0.0,0.0,1.59730562873996,1.0,1.0,1.59730562873996
경상남도,창원시 성산구,반송동,37767,6202,,,0.0,0.0,0.0,1.5953856492197418,1.0,1.0,1.5953856492197418
경상북도,포항시 북구,우창동,30450,6194,,,0.0,0.0,0.0,1.5946176574116544,1.0,1.0,1.5946176574116544
대구광역시,중구,남산3동,5870,1645,18608.0,110.0,169.16363636363636,278274.1818181818,0.0,1.1579183155379675,1.376383863355433,1.0,1.593740084590163
경상북도,포항시 남구,해도동,15298,6036,,,0.0,0.0,0.0,1.5794498192019284,1.0,1.0,1.5794498192019284
대구광역시,중구,성내3동,13566,1487,18608.0,110.0,169.16363636363636,251546.32727272727,0.0,1.1427504773282418,1.376383863355433,1.0,1.5728633168363106
경상북도,포항시 남구,연일읍,27104,5945,,,0.0,0.0,0.0,1.5707139123849347,1.0,1.0,1.5707139123849347
경상북도,포항시 북구,용흥동,19237,5941,,,0.0,0.0,0.0,1.5703299164808908,1.0,1.0,1.5703299164808908
경상남도,창원시 마산회원구,양덕2동,33996,5925,,,0.0,0.0,0.0,1.568793932864716,1.0,1.0,1.568793932864716
서울특별시,종로구,삼청동,2114,613,30841.0,143.0,215.67132867132867,132206.52447552446,0.0,1.0588473722946956,1.4798620415431292,1.0,1.566948034046606
경기도,부천시 오정구,고강본동,24771,5872,,,0.0,0.0,0.0,1.5637059871361372,1.0,1.0,1.5637059871361372
경기도,용인시 처인구,포곡읍,30742,5840,,,0.0,0.0,0.0,1.5606340199037878,1.0,1.0,1.5606340199037878
경상남도,창원시 마산합포구,오동동,17605,5826,,,0.0,0.0,0.0,1.5592900342396347,1.0,1.0,1.5592900342396347
대구광역시,중구,성내2동,8720,1324,18608.0,110.0,169.16363636363636,223972.6545454545,0.0,1.1271026442384615,1.376383863355433,1.0,1.5513258918750579
충청북도,청주시 상당구,금천동,28560,5725,,,0.0,0.0,0.0,1.5495941376625315,1.0,1.0,1.5495941376625315
대구광역시,중구,남산2동,7175,1253,18608.0,110.0,169.16363636363636,211962.03636363635,0.0,1.120286716941686,1.376383863355433,1.0,1.5419445595299721
경기도,고양시 일산동구,고봉동,20845,5546,,,0.0,0.0,0.0,1.5324103209565765,1.0,1.0,1.5324103209565765
경기도,부천시 소사구,역곡3동,21972,5514,,,0.0,0.0,0.0,1.5293383537242269,1.0,1.0,1.5293383537242269
경기도,수원시 장안구,율천동,39304,5514,,,0.0,0.0,0.0,1.5293383537242269,1.0,1.0,1.5293383537242269
경기도,안산시 단원구,호수동,41754,5480,,,0.0,0.0,0.0,1.5260743885398556,1.0,1.0,1.5260743885398556
서울특별시,서초구,반포본동,210,40,72511.0,312.0,232.40705128205127,9296.28205128205,0.0,1.003839959040437,1.5170985071788534,1.0,1.5229241033067282
충청북도,청주시 상당구,용암2동,43944,5444,,,0.0,0.0,0.0,1.5226184254034623,1.0,1.0,1.5226184254034623
대구광역시,중구,남산1동,5055,1030,18608.0,110.0,169.16363636363636,174238.54545454544,0.0,1.0988789452912502,1.376383863355433,1.0,1.5124792480799145
경상남도,창원시 성산구,가음정동,38443,5338,,,0.0,0.0,0.0,1.5124425339463046,1.0,1.0,1.5124425339463046
대구광역시,중구,대봉2동,5938,1010,18608.0,110.0,169.16363636363636,170855.2727272727,0.0,1.0969589657710317,1.376383863355433,1.0,1.5098366192503128
대구광역시,중구,삼덕동,7381,968,18608.0,110.0,169.16363636363636,163750.4,0.0,1.092927008778573,1.376383863355433,1.0,1.5042870987081496
대구광역시,중구,성내1동,5320,944,18608.0,110.0,169.16363636363636,159690.47272727272,0.0,1.090623033354311,1.376383863355433,1.0,1.5011159441126278
충청남도,천안시 동남구,신방동,42629,5207,,,0.0,0.0,0.0,1.4998666680888737,1.0,1.0,1.4998666680888737
충청남도,천안시 동남구,목천읍,21914,5193,,,0.0,0.0,0.0,1.4985226824247209,1.0,1.0,1.4985226824247209
경상남도,창원시 진해구,웅동2동,42760,5187,,,0.0,0.0,0.0,1.4979466885686552,1.0,1.0,1.4979466885686552
서울특별시,중구,회현동,4072,1326,27266.0,185.0,147.38378378378377,195430.89729729728,0.0,1.1272946421904833,1.3279243644138576,1.0,1.4969620212379446
경상남도,창원시 의창구,동읍,18289,5146,,,0.0,0.0,0.0,1.4940107305522075,1.0,1.0,1.4940107305522075
경기도,용인시 처인구,중앙동,26851,5102,,,0.0,0.0,0.0,1.489786775607727,1.0,1.0,1.489786775607727
충청북도,청주시 흥덕구,오송읍,48716,5077,,,0.0,0.0,0.0,1.4873868012074538,1.0,1.0,1.4873868012074538
서울특별시,중구,광희동,5723,1248,27266.0,185.0,147.38378378378377,183934.96216216212,0.0,1.1198067220616315,1.3279243644138576,1.0,1.4870186296600574
경상북도,포항시 북구,중앙동,13125,5005,,,0.0,0.0,0.0,1.4804748749346675,1.0,1.0,1.4804748749346675
경상남도,창원시 성산구,중앙동,43672,4957,,,0.0,0.0,0.0,1.475866924086143,1.0,1.0,1.475866924086143
충청남도,천안시 서북구,부성1동,55814,4952,,,0.0,0.0,0.0,1.4753869292060884,1.0,1.0,1.4753869292060884
전북특별자치도,전주시 덕진구,인후3동,29166,4932,,,0.0,0.0,0.0,1.47346694968587,1.0,1.0,1.47346694968587
전북특별자치도,전주시 완산구,효자4동,38687,4917,,,0.0,0.0,0.0,1.472026965045706,1.0,1.0,1.472026965045706
경상북도,포항시 북구,두호동,20476,4896,,,0.0,0.0,0.0,1.4700109865494768,1.0,1.0,1.4700109865494768
충청북도,청주시 흥덕구,복대1동,50362,4874,,,0.0,0.0,0.0,1.4678990090772364,1.0,1.0,1.4678990090772364
전북특별자치도,전주시 덕진구,송천2동,24131,4871,,,0.0,0.0,0.0,1.4676110121492036,1.0,1.0,1.4676110121492036
경기도,안산시 상록구,반월동,17767,4776,,,0.0,0.0,0.0,1.458491109428166,1.0,1.0,1.458491109428166
경기도,안산시 상록구,사이동,29690,4749,,,0.0,0.0,0.0,1.4558991370758712,1.0,1.0,1.4558991370758712
